State,Measure,Sector,Year,Pivot Field Names,Value
New Hampshire,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",0.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",2.3
New Hampshire,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",6.8
New Hampshire,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",14.4
New Hampshire,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",1.2
New Hampshire,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",4.1
New Hampshire,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",0.6
New Hampshire,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",1.9
New Hampshire,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",6.6
New Hampshire,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",14.3
New Hampshire,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",1.3
New Hampshire,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",3.3
New Hampshire,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",0.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",2.3
New Hampshire,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",6.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",14.9
New Hampshire,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",1.4
New Hampshire,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",3.3
New Hampshire,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",0.8
New Hampshire,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",2.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",6.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",15.1
New Hampshire,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",1.5
New Hampshire,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",3.5
New Hampshire,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",0.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",2.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",6.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",13.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",1.4
New Hampshire,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",2.4
New Hampshire,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",0.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",2.5
New Hampshire,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",6.7
New Hampshire,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",13.5
New Hampshire,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",1.3
New Hampshire,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",1.8
New Hampshire,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",0.8
New Hampshire,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",2.8
New Hampshire,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",6.8
New Jersey,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",112.8
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",12.9
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",18.2
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",22.9
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",18
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",40.8
New Jersey,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",111.5
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",9.3
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",14.8
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",12.9
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",17.4
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",57.1
New Jersey,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",108.4
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",10.9
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",12.3
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",12.7
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",15.5
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",57
New Jersey,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",121.6
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",10.1
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",17.1
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",17.1
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",16.2
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",61.1
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",121.7
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",11
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",19.2
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",9.8
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",17
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",64.7
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",127.7
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",11.3
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",19.5
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",10.8
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",16.9
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",69.2
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",113.3
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",10.9
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",17.8
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",7.7
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",14.6
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",62.3
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",113.6
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",11.7
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",15.7
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",8
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",13.9
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",64.3
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",103.1
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",10.5
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",14.9
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",8.5
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",12.5
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",56.7
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",106.6
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",10.5
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",14.4
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",8.7
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",14.7
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",58.3
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",112.7
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",12.3
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",16.8
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",8.6
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",16.2
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",58.8
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",111
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",10.7
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",17.9
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",8.6
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",15.5
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",58.3
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",110.2
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",10
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",19.7
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",9
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",13.6
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",57.9
New Jersey,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",101.7
New Jersey,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",9.7
New Jersey,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",16.7
New Jersey,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",8.1
New Jersey,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",13.9
New Jersey,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",53.3
New Mexico,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",44.6
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",1.9
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",22.2
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",6.8
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",1.9
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",11.8
New Mexico,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",46.2
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",1.3
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",26.6
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",5.4
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",1.8
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",11.1
New Mexico,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",53.2
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",1.7
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",27.6
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",7.1
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",2
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",14.8
New Mexico,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",50.8
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",1.5
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",27.7
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",7.1
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",1.8
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",12.7
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",57.8
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",1.6
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",31.4
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",7.3
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",2.3
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",15.2
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",59
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",1.7
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",32.4
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",7.4
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",2.3
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",15.2
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",53.2
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",1.6
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",29.3
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",6.8
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",2.3
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",13.2
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",55.5
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",1.5
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",31.2
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",7
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",2.2
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",13.6
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",53.5
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",1.5
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",29.2
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",7.1
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",2.1
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",13.6
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",53.1
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",1.7
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",28.5
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",6.9
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",2.3
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",13.7
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",50.1
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",1.6
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",24.7
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",7.4
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",2.1
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",14.3
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",50.2
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",1.7
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",24.8
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",7.2
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",2.1
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",14.4
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",48.3
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",1.7
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",23.2
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",7.2
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",2.1
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",14.1
New Mexico,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",49
New Mexico,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",1.6
New Mexico,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",23
New Mexico,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",7.5
New Mexico,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",1.9
New Mexico,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",15
New York,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",222.9
New York,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",28.8
New York,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",53.7
New York,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",33.1
New York,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",35.6
New York,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",71.7
New York,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",187.7
New York,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",24.9
New York,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",49.7
New York,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",20.7
New York,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",34.4
New York,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",58
New York,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",207.3
New York,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",27.2
New York,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",64.5
New York,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",18.2
New York,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",33.6
New York,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",63.8
New York,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",196.9
New York,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",27.2
New York,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",51.8
New York,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",21.2
New York,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",34.3
New York,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",62.4
New York,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",210.5
New York,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",32.2
New York,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",56.9
New York,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",15.2
New York,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",39.3
New York,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",66.9
New York,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",208.2
New York,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",28.7
New York,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",56.2
New York,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",11
New York,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",39.1
New York,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",73.2
New York,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",172.9
New York,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",24.3
New York,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",38.2
New York,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",8.3
New York,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",31.3
New York,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",70.8
New York,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",163.2
New York,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",24.3
New York,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",33.9
New York,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",8.5
New York,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",30.8
New York,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",65.7
New York,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",159.5
New York,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",21
New York,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",32.3
New York,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",8.1
New York,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",30
New York,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",68.1
New York,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",161.1
New York,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",22.4
New York,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",30.1
New York,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",8.2
New York,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",31.9
New York,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",68.5
New York,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",168.8
New York,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",22
New York,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",30.6
New York,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",8.1
New York,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",35.2
New York,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",72.9
New York,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",166.8
New York,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",22.8
New York,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",29.2
New York,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",8.3
New York,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",35.3
New York,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",71.2
New York,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",162.8
New York,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",21.7
New York,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",27.8
New York,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",7.6
New York,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",30.7
